state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,ABHAYAPURI,16,PRADIP SARKAR,Indian National Congress,5512,8935,12854,16817,23187,24148,25449,26716,31256,32339,35665,37592,38517,40043,43906,46867,51848,51913,,,,,,,,,,,,,,,,51913,315,52228,31.12,167851
Assam,ABHAYAPURI,16,BHUPEN ROY,Bharatiya Janata Party,4679,11301,17815,23161,27582,34139,41680,50247,56027,63787,70344,78195,84784,93150,99305,104910,109108,109657,,,,,,,,,,,,,,,,109657,1497,111154,66.22,167851
Assam,ABHAYAPURI,16,KAUSHIK RANJAN DAS,All India Trinamool Congress,93,191,291,344,394,452,550,623,698,772,848,924,1020,1212,1309,1411,1474,1482,,,,,,,,,,,,,,,,1482,15,1497,0.89,167851
Assam,ABHAYAPURI,16,JAHIDUL ISLAM,Vikas India Party,51,101,181,244,294,354,445,518,579,641,688,732,773,840,895,921,958,966,,,,,,,,,,,,,,,,966,11,977,0.58,167851
Assam,ABHAYAPURI,16,NOTA,None of the Above,89,238,395,506,548,655,804,978,1066,1243,1414,1519,1626,1712,1793,1873,1936,1953,,,,,,,,,,,,,,,,1953,42,1995,1.19,167851
Assam,ALGAPUR-KATLICHERRA,122,ZAKIR HUSSAIN LASKAR,Asom Gana Parishad,1508,4091,5365,7172,7784,9266,10033,11956,13411,14416,17623,19846,20478,22260,24600,26123,27622,28977,30641,31338,32592,35001,37842,39733,39960,40022,,,,,,,,40022,191,40213,17.71,227043
Assam,ALGAPUR-KATLICHERRA,122,ZUBAIR ANAM MAZUMDER,Indian National Congress,6759,13285,20610,27965,35816,43428,51530,57602,64054,72840,79272,85872,94419,100169,105796,112299,116102,120358,124417,128072,132453,136192,140177,144434,144831,145072,,,,,,,,145072,589,145661,64.16,227043
Assam,ALGAPUR-KATLICHERRA,122,IKBAL BAHAR MOZUMDER,Independent,50,105,146,176,204,263,314,353,400,441,516,566,620,668,715,763,798,837,890,922,968,1031,1082,1137,1147,1151,,,,,,,,1151,2,1153,0.51,227043
Assam,ALGAPUR-KATLICHERRA,122,JAMIL AHMED CHOUDHURY,Independent,8,20,28,41,56,67,83,97,111,121,140,160,162,168,182,193,203,227,246,270,289,308,321,337,338,339,,,,,,,,339,0,339,0.15,227043
Assam,ALGAPUR-KATLICHERRA,122,NIJAM UDDIN CHOUDHURY,Independent,302,583,780,1173,1401,1673,1927,2109,2243,2369,2552,2748,2840,2907,2957,3008,3074,3096,3156,3212,3255,3291,3326,3360,3361,3369,,,,,,,,3369,22,3391,1.49,227043
Assam,ALGAPUR-KATLICHERRA,122,FORIZ ZAMAN MAZUMDER,Independent,14,27,31,40,54,60,71,75,83,87,101,117,126,132,140,150,158,184,199,206,223,240,257,285,286,287,,,,,,,,287,2,289,0.13,227043
Assam,ALGAPUR-KATLICHERRA,122,MUZAKKIR HASAN LASKAR,Independent,14,37,48,54,66,75,86,105,120,127,163,188,197,206,239,253,270,297,330,353,383,419,439,475,482,483,,,,,,,,483,3,486,0.21,227043
Assam,ALGAPUR-KATLICHERRA,122,MUSTAK HUSSAIN BARBHUIYA,Independent,7,15,20,30,33,40,50,59,68,69,79,89,98,112,122,134,140,158,170,182,195,215,226,248,249,249,,,,,,,,249,0,249,0.11,227043
Assam,ALGAPUR-KATLICHERRA,122,SABBIR AHMED CHOUDHURY,Independent,9,29,43,50,55,63,69,77,89,94,117,133,139,148,165,186,194,208,220,226,245,261,284,298,299,302,,,,,,,,302,5,307,0.14,227043
Assam,ALGAPUR-KATLICHERRA,122,SAMIN AHMED CHOUDHURY,Independent,13,22,30,38,43,51,63,73,76,81,94,115,131,140,157,170,179,207,237,252,298,330,344,367,373,374,,,,,,,,374,4,378,0.17,227043
Assam,ALGAPUR-KATLICHERRA,122,SIRAJUL ISLAM BARBHUIYA,Independent,15,34,42,50,56,63,76,89,97,107,122,132,141,146,163,175,188,210,221,235,250,264,281,297,299,299,,,,,,,,299,0,299,0.13,227043
Assam,ALGAPUR-KATLICHERRA,122,SIRAJUL ISLAM LASKAR,Independent,19,33,45,54,66,80,103,113,121,130,150,178,192,199,213,231,268,311,353,386,439,487,514,556,562,566,,,,,,,,566,0,566,0.25,227043
Assam,ALGAPUR-KATLICHERRA,122,SUZAM UDDIN LASKAR S/O LT. TAZAMUL ALI LASKAR,Independent,131,250,431,611,812,1103,1273,1478,1642,1864,2074,2457,2736,2998,3256,4407,7567,10744,14077,18195,21468,24686,25918,28490,28967,29146,,,,,,,,29146,84,29230,12.87,227043
Assam,ALGAPUR-KATLICHERRA,122,SUJAM UDDIN LASKAR S/O MANIR UDDIN LASKAR,Independent,30,75,104,138,154,196,230,262,284,323,380,425,462,477,504,543,588,633,684,739,815,869,910,968,979,985,,,,,,,,985,1,986,0.43,227043
Assam,ALGAPUR-KATLICHERRA,122,HAYDAR HUSSAIN LASKAR,Independent,74,173,242,318,364,463,566,640,706,781,910,1016,1097,1171,1221,1301,1389,1465,1560,1624,1719,1807,1862,1938,1951,1954,,,,,,,,1954,0,1954,0.86,227043
Assam,ALGAPUR-KATLICHERRA,122,NOTA,None of the Above,64,126,168,232,250,305,371,464,532,572,703,793,845,904,990,1044,1104,1171,1210,1259,1323,1401,1462,1515,1521,1526,,,,,,,,1526,16,1542,0.68,227043
Assam,AMRI,112,HABBEY TERON,Bharatiya Janata Party,6051,11550,14691,18895,22655,27996,31475,34757,38716,41762,45469,48169,48454,49075,49301,49733,50176,,,,,,,,,,,,,,,,,50176,97,50273,63.29,79437
Assam,AMRI,112,BIKRAM HANSE,Independent,1836,4859,7125,9994,12239,13600,15335,16303,18019,20336,23339,25106,25347,25642,25938,26132,26301,,,,,,,,,,,,,,,,,26301,62,26363,33.19,79437
Assam,AMRI,112,WILSON TERANG,Independent,96,184,249,349,418,555,593,615,692,738,858,916,922,937,948,963,969,,,,,,,,,,,,,,,,,969,3,972,1.22,79437
Assam,AMRI,112,NOTA,None of the Above,168,335,525,744,875,1057,1139,1181,1308,1404,1582,1716,1733,1752,1792,1807,1825,,,,,,,,,,,,,,,,,1825,4,1829,2.3,79437
Assam,BAJALI,26,DHARMESWAR ROY,Asom Gana Parishad,2655,8249,14047,19940,25723,30666,35201,40566,46337,52090,56574,61806,66570,69115,74258,78168,78513,78922,,,,,,,,,,,,,,,,78922,1208,80130,56.04,142997
Assam,BAJALI,26,KALYANI KALITA,All India Trinamool Congress,292,515,762,1022,1219,1412,1583,1763,1987,2212,2342,2501,2749,3065,3250,3482,3497,3500,,,,,,,,,,,,,,,,3500,117,3617,2.53,142997
Assam,BAJALI,26,DILIP BARUAH,Assam Jatiya Parishad,5692,8055,10229,13317,15424,18178,20806,24106,26316,28495,30675,33101,38007,47301,49742,54740,54973,55071,,,,,,,,,,,,,,,,55071,613,55684,38.94,142997
Assam,BAJALI,26,NOTA,None of the Above,226,415,598,824,1006,1225,1440,1659,1868,2137,2348,2595,2811,3128,3268,3437,3468,3484,,,,,,,,,,,,,,,,3484,82,3566,2.49,142997
Assam,BAKSA,42,JAGADISH MADAHI,Indian National Congress,562,1251,1500,1778,2177,3523,4088,4732,4978,5419,5614,5884,6507,6797,7850,8162,9091,10401,10428,10464,,,,,,,,,,,,,,10464,159,10623,6.59,161321
Assam,BAKSA,42,MANESWAR BRAHMA,Bodoland Peoples Front,5402,11530,16625,21298,26042,30715,35318,40991,46348,51561,56220,61329,65669,70414,75837,80369,85390,86877,87294,87573,,,,,,,,,,,,,,87573,1247,88820,55.06,161321
Assam,BAKSA,42,RAKESH BRAHMA,"United People's Party, Liberal",1714,2548,5068,7365,9450,11460,13248,15073,17427,19635,22112,24996,28380,30902,33110,35546,37952,38878,39097,39164,,,,,,,,,,,,,,39164,606,39770,24.65,161321
Assam,BAKSA,42,RAMESH CHANDRA DAS,Gana Suraksha Party,177,285,406,790,1164,1568,1989,2730,3102,3572,4525,5389,6010,6244,6915,7306,7768,7857,7891,7960,,,,,,,,,,,,,,7960,158,8118,5.03,161321
Assam,BAKSA,42,RAJKUMAR BARO,Voters Party International,187,267,419,494,602,696,799,909,1003,1112,1255,1330,1445,1479,1574,1639,1742,1760,1767,1773,,,,,,,,,,,,,,1773,17,1790,1.11,161321
Assam,BAKSA,42,RAMCHANDRA DAS,Independent,227,337,516,678,884,1145,1314,1465,1660,1877,2084,2311,2535,2702,2909,3100,3297,3382,3398,3408,,,,,,,,,,,,,,3408,61,3469,2.15,161321
Assam,BAKSA,42,HITESH BASUMATARY,Independent,445,684,974,1290,1655,1956,2202,2633,3039,3336,3601,3938,4271,4536,4918,5229,5556,5674,5698,5721,,,,,,,,,,,,,,5721,73,5794,3.59,161321
Assam,BAKSA,42,NOTA,None of the Above,172,349,458,561,735,897,1046,1311,1509,1682,1839,1995,2139,2261,2434,2592,2755,2797,2825,2836,,,,,,,,,,,,,,2836,101,2937,1.82,161321
Assam,BAOKHUNGRI,4,PRATIBHA BRAHMA,"United People's Party, Liberal",2012,2779,4090,5278,7463,10027,10328,11030,12271,12709,13324,14978,16406,17680,19273,20497,20740,20770,20792,20842,20943,,,,,,,,,,,,,20943,302,21245,14.22,149422
Assam,BAOKHUNGRI,4,RUPAM CHANDRA ROY,Bodoland Peoples Front,4189,8492,12858,18065,20989,24740,29746,32833,36261,39824,42870,46367,50089,52827,56322,59812,59971,60855,61184,61714,61920,,,,,,,,,,,,,61920,757,62677,41.95,149422
Assam,BAOKHUNGRI,4,SAPALI MARAK,Indian National Congress,1487,4505,7478,9452,11103,11543,12548,13880,17111,18904,24447,25519,28436,31479,35051,38215,38222,38248,38262,38357,38851,,,,,,,,,,,,,38851,116,38967,26.08,149422
Assam,BAOKHUNGRI,4,UDANGSRI NARZARY,All India Trinamool Congress,152,323,432,586,765,923,1067,1240,1378,1535,1686,1871,1977,2210,2377,2473,2478,2510,2519,2541,2549,,,,,,,,,,,,,2549,16,2565,1.72,149422
Assam,BAOKHUNGRI,4,RAAJKAR BECK,Gondvana Gantantra Party,54,104,137,232,247,425,454,2644,3196,3216,3251,3265,3296,4247,4286,4308,4308,4311,4314,4381,4387,,,,,,,,,,,,,4387,6,4393,2.94,149422
Assam,BAOKHUNGRI,4,SHIBAM CHAKROBORTY,Bharatiya Gana Parishad,30,88,107,128,156,177,193,230,258,277,298,316,333,356,369,379,380,384,384,384,385,,,,,,,,,,,,,385,11,396,0.27,149422
Assam,BAOKHUNGRI,4,MD ABED ALI MONDAL,Independent,31,60,71,106,129,150,179,271,311,334,377,398,427,489,510,517,517,517,517,524,526,,,,,,,,,,,,,526,3,529,0.35,149422
Assam,BAOKHUNGRI,4,PRITHVIRAJ NARAYAN DEV MECH,Independent,95,171,222,308,420,554,620,716,854,919,997,1114,1179,1323,1409,1459,1464,1475,1478,1489,1494,,,,,,,,,,,,,1494,16,1510,1.01,149422
Assam,BAOKHUNGRI,4,PRANAB BAROI,Independent,41,73,104,147,179,220,268,379,434,464,502,539,567,622,659,678,683,687,691,693,695,,,,,,,,,,,,,695,7,702,0.47,149422
Assam,BAOKHUNGRI,4,RANJIT SARKAR,Independent,23,56,86,117,147,173,241,292,330,350,380,394,409,444,468,479,480,484,484,486,489,,,,,,,,,,,,,489,5,494,0.33,149422
Assam,BAOKHUNGRI,4,RAJIB BRAHMA,Independent,578,854,1304,1839,2735,3534,5136,6263,7181,8820,9671,10729,11084,11661,12030,12352,12376,12728,12854,12866,12904,,,,,,,,,,,,,12904,133,13037,8.72,149422
Assam,BAOKHUNGRI,4,SUJIT DAS,Independent,68,146,236,320,403,477,577,660,749,828,890,959,1025,1112,1167,1208,1209,1218,1226,1235,1237,,,,,,,,,,,,,1237,2,1239,0.83,149422
Assam,BAOKHUNGRI,4,NOTA,None of the Above,91,266,348,449,543,660,753,871,976,1066,1163,1255,1327,1463,1554,1593,1606,1622,1633,1645,1649,,,,,,,,,,,,,1649,19,1668,1.12,149422
Assam,BARCHALLA,66,RITU BARAN SARMAH,Bharatiya Janata Party,4269,8851,12214,17621,20608,25023,28570,33098,38410,42993,47993,52499,58368,62989,69372,75375,79433,83904,,,,,,,,,,,,,,,,83904,591,84495,53.15,158972
Assam,BARCHALLA,66,BABURAM BASUMATARY,"United People's Party, Liberal",82,161,333,399,452,530,583,696,754,940,1036,1136,1243,1448,1543,1599,1635,1680,,,,,,,,,,,,,,,,1680,34,1714,1.08,158972
Assam,BARCHALLA,66,RIPUN BORA,Indian National Congress,2536,4523,6902,9817,15445,19583,24890,28554,31481,33396,36316,41093,43331,45113,47603,50218,55153,59660,,,,,,,,,,,,,,,,59660,273,59933,37.7,158972
Assam,BARCHALLA,66,ABUL MAJAN,Jharkhand Mukti Morcha,1206,2099,3366,3748,4088,4828,5051,5466,5714,6901,7309,7387,7892,7937,8009,8027,8097,8550,,,,,,,,,,,,,,,,8550,8,8558,5.38,158972
Assam,BARCHALLA,66,CHAMPA KURMI,Socialist Unity Centre Of India (COMMUNIST),45,71,94,105,119,144,168,205,233,271,287,300,324,338,358,379,397,418,,,,,,,,,,,,,,,,418,4,422,0.27,158972
Assam,BARCHALLA,66,JASUA BARJO,Gana Suraksha Party,50,78,108,124,143,183,206,239,254,294,301,313,335,346,363,374,380,399,,,,,,,,,,,,,,,,399,2,401,0.25,158972
Assam,BARCHALLA,66,MAHENDRA ORANG,Voters Party International,89,186,257,299,350,450,495,536,555,602,625,666,686,717,750,777,827,881,,,,,,,,,,,,,,,,881,4,885,0.56,158972
Assam,BARCHALLA,66,MANOJ BORAH,Independent,45,93,143,180,211,260,294,323,355,421,453,478,518,550,598,644,677,713,,,,,,,,,,,,,,,,713,6,719,0.45,158972
Assam,BARCHALLA,66,NOTA,None of the Above,183,324,454,556,618,702,771,874,963,1136,1215,1288,1372,1450,1539,1631,1711,1826,,,,,,,,,,,,,,,,1826,19,1845,1.16,158972
Assam,BARHAMPUR,59,JITU GOSWAMI,Bharatiya Janata Party,5324,10385,17127,23191,27121,29304,35315,40036,44249,48009,56370,63367,69070,75055,82197,88938,96498,102938,108411,113405,115717,116104,,,,,,,,,,,,116104,1023,117127,59.54,196714
Assam,BARHAMPUR,59,MAZIBUR RAHMAN,All India United Democratic Front,191,482,670,768,1204,1768,1999,2702,3702,4585,4742,4929,5191,5447,5554,5788,5998,6107,6188,6403,6462,6500,,,,,,,,,,,,6500,22,6522,3.32,196714
Assam,BARHAMPUR,59,RANUMAI TERONPI,Aam Aadmi Party,139,297,395,487,714,963,1222,1444,1636,1860,1960,2073,2260,2443,2515,2667,2782,2843,2918,3094,3139,3144,,,,,,,,,,,,3144,14,3158,1.61,196714
Assam,BARHAMPUR,59,RAJEN GOHAIN,Assam Jatiya Parishad,2570,6715,8667,10235,16474,24088,26759,30885,35132,40011,41054,43713,46449,49465,50714,52220,53626,54638,56212,60214,60659,60810,,,,,,,,,,,,60810,176,60986,31,196714
Assam,BARHAMPUR,59,NAZRUL ISLAM,Independent,192,715,951,1079,1541,2109,2280,2682,3169,3623,3758,4064,4472,4947,5086,5316,5546,5634,5726,6109,6154,6169,,,,,,,,,,,,6169,7,6176,3.14,196714
Assam,BARHAMPUR,59,NOTA,None of the Above,165,279,391,520,645,744,808,912,1008,1091,1210,1347,1485,1645,1831,1999,2204,2340,2531,2674,2712,2718,,,,,,,,,,,,2718,27,2745,1.4,196714
Assam,BARKHETRI,38,DIGANTA BARMAN,Indian National Congress,2012,4528,6468,9103,13162,17928,24388,31713,37739,41457,47858,55565,63194,67960,71241,73245,74678,77965,79621,82048,83894,,,,,,,,,,,,,83894,263,84157,41.76,201536
Assam,BARKHETRI,38,NARAYAN DEKA,Bharatiya Janata Party,6319,13806,19351,25390,31460,36593,40727,43555,47999,54982,58920,61287,63691,68338,74360,82114,89174,95109,101327,106664,112376,,,,,,,,,,,,,112376,625,113001,56.07,201536
Assam,BARKHETRI,38,AMIRUL ISLAM,All India Trinamool Congress,55,107,173,221,290,371,497,604,667,715,789,912,990,1058,1124,1191,1246,1300,1331,1379,1418,,,,,,,,,,,,,1418,0,1418,0.7,201536
Assam,BARKHETRI,38,MUNINDRA DOLEY,Socialist Unity Centre Of India (COMMUNIST),45,112,164,215,259,308,346,379,427,477,524,557,593,633,667,711,777,824,867,909,958,,,,,,,,,,,,,958,1,959,0.48,201536
Assam,BARKHETRI,38,NOTA,None of the Above,119,211,319,404,466,550,632,705,781,840,940,1028,1124,1201,1282,1406,1548,1662,1737,1874,1990,,,,,,,,,,,,,1990,11,2001,0.99,201536
Assam,BARPETA,24,DIPAK KUMAR DAS,Asom Gana Parishad,5837,13253,19213,24105,29221,34457,40051,46106,53137,59176,63437,70344,77206,82808,89096,93320,93448,,,,,,,,,,,,,,,,,93448,638,94086,62.88,149635
Assam,BARPETA,24,UDDHAB CHANDRA DAS,Independent,142,346,516,778,990,1233,1483,1732,2074,2327,2616,2851,3008,3155,3351,3592,3625,,,,,,,,,,,,,,,,,3625,45,3670,2.45,149635
Assam,BARPETA,24,GAGAN CHANDRA HALOI,Independent,2557,5347,9363,13318,17258,20475,22049,23225,24957,27684,31966,34737,36247,39044,42100,45839,46547,,,,,,,,,,,,,,,,,46547,137,46684,31.2,149635
Assam,BARPETA,24,NOTA,None of the Above,206,467,801,1094,1369,1799,2182,2483,2849,3177,3581,3922,4120,4410,4763,5113,5158,,,,,,,,,,,,,,,,,5158,37,5195,3.47,149635
Assam,BEHALI,71,MUNINDRA DAS (BAPTI),Bharatiya Janata Party,4824,10163,16207,20041,25263,30970,35773,40931,46789,52085,56238,61866,67902,74482,78806,83443,86894,,,,,,,,,,,,,,,,,86894,330,87224,65.86,132435
Assam,BEHALI,71,GYANENDRA SARKAR,Communist Party of India (Marxist-Leninist) (Liberation),1189,2821,3502,7843,9887,11486,13281,14052,16056,17021,18235,19677,21348,22412,24452,25763,26472,,,,,,,,,,,,,,,,,26472,49,26521,20.03,132435
Assam,BEHALI,71,PABAN PRAN RABIDAS,Gana Suraksha Party,100,252,381,577,700,821,941,1001,1091,1220,1312,1423,1529,1649,1779,1901,1986,,,,,,,,,,,,,,,,,1986,13,1999,1.51,132435
Assam,BEHALI,71,AJOY KUMAR SINGHA,Independent,1071,2133,3246,3499,3717,4171,4942,5174,5765,6791,7950,8601,9782,10543,11141,12647,13260,,,,,,,,,,,,,,,,,13260,34,13294,10.04,132435
Assam,BEHALI,71,NOTA,None of the Above,210,465,697,1047,1264,1442,1648,1757,1913,2121,2295,2500,2668,2881,3069,3290,3379,,,,,,,,,,,,,,,,,3379,18,3397,2.57,132435
Assam,BHERGAON,45,ANCHULA GWRA DAIMARY,Indian National Congress,443,1220,1582,1793,2124,2506,3048,3364,3596,4534,4905,7349,7599,7913,8204,8227,,,,,,,,,,,,,,,,,,8227,40,8267,6.19,133609
Assam,BHERGAON,45,NERSWN BORO,"United People's Party, Liberal",975,1893,4235,7689,9806,12151,14235,16458,19341,20804,21538,23256,25276,28108,28966,29065,,,,,,,,,,,,,,,,,,29065,243,29308,21.94,133609
