state,district,district_number,constituency,constituency_number,candidate,party,evm_votes,postal_votes,candidate_total_votes,candidate_vote_%,total_polled_votes,male_votes,female_votes,thirunangai_votes,total_votes
Tamil Nadu,VELLORE,4,Arakkonam,38,P.RAVI,Independent,432,0,432,0.25,171412,108516,112710,19,221245
Tamil Nadu,VELLORE,4,Arakkonam,38,NOTA,None of the Above,1648,8,1656,0.97,171412,108516,112710,19,221245
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.S.ANBALAGAN,Dravida Munnetra Kazhagam,98386,1447,99833,45.09,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,K.ANBU,Bahujan Samaj Party,330,2,332,0.15,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,G.BASKARAN,Desiya Murpokku Dravida Kazhagam,1852,9,1861,0.84,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.RAMACHANDRAN,All India Anna Dravida Munnetra Kazhagam,102225,736,102961,46.5,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.THANIGAIVEL,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,506,3,509,0.23,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,D.PRAKALATHA,Naam Tamilar Katchi,10373,118,10491,4.74,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,V.MANIGANDAN,Makkal Needhi Maiam,2196,17,2213,1,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,A.ARUNKUMAR,Independent,217,5,222,0.1,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,K.ANBALAGAN,Independent,56,19,75,0.03,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,M.ANBALAGAN,Independent,78,2,80,0.04,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,N.KARTHIKEYAN,Independent,395,2,397,0.18,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.SAKTHIVEL,Independent,165,13,178,0.08,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,R.DHAKSHANAMOORTHY,Independent,313,0,313,0.14,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.MURALI,Independent,133,0,133,0.06,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,S.RAMACHANDRAN,Independent,133,1,134,0.06,221422,124715,131489,1,256205
Tamil Nadu,TIRUVANNAMALAI,7,Arani,67,NOTA,None of the Above,1666,24,1690,0.76,221422,124715,131489,1,256205
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,RAMACHANDRAN T,Indian National Congress,80902,933,81835,48.7,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,RAJANAYAGAM M,All India Anna Dravida Munnetra Kazhagam,50655,287,50942,30.31,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,JEEVA A,Bahujan Samaj Party,633,3,636,0.38,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,AMALADOSS SANDHIYAGU,Puthiya Tamilagam,599,13,612,0.36,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,RAMALINGASWAMI ADIHITHAN. PPC,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),167,1,168,0.1,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,KUMARAPPAN B,My India Party,125,0,125,0.07,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,SAKTHIVEL K,Tamizhaga Murpokku Makkal Katchi,162,0,162,0.1,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,SIVASHANMUGAM K,Amma Makkal Munnettra Kazagam,4678,21,4699,2.8,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,SHAIK MOHAMED B,Makkal Needhi Maiam,960,6,966,0.57,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,HUMAYUN KABIR M I,Naam Tamilar Katchi,18398,62,18460,10.98,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,ARJUNAN R,Independent,140,0,140,0.08,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,SYED SULTHAN IBRAHIM A,Independent,201,1,202,0.12,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,SELVAKUMAR K,Independent,391,0,391,0.23,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,TILLAINATHAN R,Independent,179,1,180,0.11,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,"DHETCHENA MOORTHY, Dr. S",Independent,1064,16,1080,0.64,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,PANDIYAN V,Independent,505,0,505,0.3,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,MAHENDRAN K,Independent,493,0,493,0.29,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,MUTHUKKARUPPAIAH K,Independent,334,0,334,0.2,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,MUTHUSELVAM V,Independent,2159,5,2164,1.29,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,RAMASAMY R S,Independent,212,0,212,0.13,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,VELRAJ. K P,Independent,3150,14,3164,1.88,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,JEGADEESAN R,Independent,54,0,54,0.03,168048,106559,107604,0,214163
Tamil Nadu,PUDUKKOTTAI,22,Aranthangi,183,NOTA,None of the Above,524,0,524,0.31,168048,106559,107604,0,214163
Tamil Nadu,KARUR,15,Aravakurichi,134,ANNAMALAI. K,Bharatiya Janata Party,67915,638,68553,38.71,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,ELANGO. R,Dravida Munnetra Kazhagam,92215,1154,93369,52.72,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SUNDARARAJ. R,Bahujan Samaj Party,328,0,328,0.19,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,ANITHA PARVEEN. M,Naam Tamilar Katchi,7156,32,7188,4.06,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,THANGAVEL.  P. S. N,Amma Makkal Munnettra Kazagam,1593,6,1599,0.9,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MOHAMMED HANEEF SHAHIL. K. S,Makkal Needhi Maiam,1375,7,1382,0.78,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MOHANRAJ. C,Samaniya Makkal Nala Katchi,21,1,22,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,375,2,377,0.21,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,ARIVALAGAN. T,Independent,53,0,53,0.03,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,ARUMUGAM. R,Independent,29,0,29,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,KARTHIKEYAN. R,Independent,63,0,63,0.04,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,KARTHIK. D,Independent,45,0,45,0.03,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,KIRUBANANTH. S,Independent,41,0,41,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SAKUNTHALA. N,Independent,79,0,79,0.04,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SATHEESHKUMAR. T,Independent,336,0,336,0.19,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SARAVANAN. P,Independent,1236,0,1236,0.7,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,CHITHAMBARAM. A,Independent,240,0,240,0.14,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SILAMBARASAN. P,Independent,129,0,129,0.07,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SIVAKUMAR. A,Independent,28,0,28,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SURESH. M,Independent,19,0,19,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SURESHBABU. S,Independent,24,0,24,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,SELVAKUMAR. R,Independent,19,0,19,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,THANEGASALAM. R. V,Independent,20,1,21,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,BASKARAN. N,Independent,24,1,25,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,PITCHAIMUTHU. T,Independent,24,0,24,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,PRAKASH. P,Independent,16,0,16,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,PRABAKARAN. T,Independent,20,1,21,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,PRABHU. G,Independent,16,0,16,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,BOOPATHY. S,Independent,27,0,27,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,PERIYASAMY. M. R,Independent,40,0,40,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MAHESHMANI. T,Independent,104,0,104,0.06,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MATHIYALAGAN. P,Independent,161,0,161,0.09,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MANOJPANDIYAN. J. M,Independent,290,0,290,0.16,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,MURUGESAN. M. S,Independent,174,0,174,0.1,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,RAGUNATH. P,Independent,23,0,23,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,RANJITH. I,Independent,21,0,21,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,RAMAGURU. R,Independent,19,1,20,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,RAJENDIRAN. M,Independent,44,0,44,0.02,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,VIVEKANANTHAN. V,Independent,13,0,13,0.01,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,VAIRASEEMAN. G,Independent,46,0,46,0.03,177114,97101,103247,0,200348
Tamil Nadu,KARUR,15,Aravakurichi,134,NOTA,None of the Above,866,3,869,0.49,177114,97101,103247,0,200348
Tamil Nadu,VELLORE,4,Arcot,42,J.L.Eswarappan,Dravida Munnetra Kazhagam,102667,1218,103885,49.52,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,A.C.Kesavan,Bahujan Samaj Party,771,11,782,0.37,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,Elavazagan.K.L,Pattali Makkal Katchi,83410,517,83927,40.01,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,R.Kathiravan,Naam Tamilar Katchi,11977,111,12088,5.76,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,H.Mohamed Ghouse,Tipu Sultan Party,392,5,397,0.19,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,A.R.Mohamed Raffi,Makkal Needhi Maiam,2846,14,2860,1.36,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,Munivel.S,National Democratic Party of South India,180,4,184,0.09,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,N.Janarthanan,Amma Makkal Munnettra Kazagam,2159,31,2190,1.04,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,P.Eswaran,Independent,155,0,155,0.07,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,T.D.Shanmugam,Independent,231,0,231,0.11,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,K.Manigandan,Independent,453,4,457,0.22,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,Vasanthakumar,Independent,380,2,382,0.18,209791,120916,126983,0,247899
Tamil Nadu,VELLORE,4,Arcot,42,NOTA,None of the Above,2238,15,2253,1.07,209791,120916,126983,0,247899
Tamil Nadu,ARIYALUR,31,Ariyalur,149,SAVARIANANDHAM V,Bahujan Samaj Party,483,3,486,0.22,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,CHINNAPPA K,Dravida Munnetra Kazhagam,102964,1011,103975,46.16,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,100436,305,100741,44.73,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,THANGA. SHANMUGA SUNDARAM,New Generation People’s Party,1028,9,1037,0.46,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,SUGUNA KUMAR,Naam Tamilar Katchi,12285,61,12346,5.48,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,DURAI.MANIVEL,Amma Makkal Munnettra Kazagam,2040,4,2044,0.91,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,JAWAHAR P,Indiya Jananayaka Katchi,896,9,905,0.4,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,KUMAR J,Independent,73,1,74,0.03,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,SIVATHASAN V,Independent,159,0,159,0.07,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,DEVA P,Independent,127,6,133,0.06,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,MANIKANNAN M,Independent,539,1,540,0.24,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,RAMESH K,Independent,766,1,767,0.34,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,RAVICHANDRAN S,Independent,630,2,632,0.28,225225,123229,123547,4,246780
Tamil Nadu,ARIYALUR,31,Ariyalur,149,NOTA,None of the Above,1383,3,1386,0.62,225225,123229,123547,4,246780
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,K.K.S.S.R.RAMACHANDRAN,Dravida Munnetra Kazhagam,88928,2112,91040,53.18,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,G.SUBBURAJ,Bahujan Samaj Party,270,2,272,0.16,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,R.RAMESH,Desiya Murpokku Dravida Kazhagam,2505,27,2532,1.48,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,VAIGAICHELVAN,All India Anna Dravida Munnetra Kazhagam,51614,392,52006,30.38,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,UMA,Naam Tamilar Katchi,12271,121,12392,7.24,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,V.UMADEVI,Makkal Needhi Maiam,7550,88,7638,4.46,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,M.KARUPPASAMY,Puthiya Tamilagam,460,18,478,0.28,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,S.DEENATHAYALAN,Anaithu Makkal Puratchi Katchi,58,0,58,0.03,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,S.PANDIYAN,Bahujan Dravida Party,48,0,48,0.03,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,A.P.S.JOHNSON,My India Party,55,2,57,0.03,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,G.RANJITH,Independent,57,0,57,0.03,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,R.S.RAMACHANDRAN,Independent,67,0,67,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,THANGAPANDIAN,Independent,425,1,426,0.25,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,THANGA VADIVEL.A.N,Independent,61,1,62,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,DHANASEKARAPANDIAN,Independent,76,0,76,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,P.PRASANTH,Independent,436,0,436,0.25,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,K. BOOMINATHAN,Independent,630,0,630,0.37,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,V. POORNISHA,Independent,217,2,219,0.13,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,Ponmuniasamy,Independent,118,0,118,0.07,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,S.MANIVANNAN,Independent,190,0,190,0.11,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,M MUTHUMARIAPPAN,Independent,128,0,128,0.07,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,E.RAMACHANDRAN,Independent,72,0,72,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,G.RAMACHANDRAN,Independent,60,0,60,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,S.RAMACHANDRAN,Independent,189,0,189,0.11,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,T.RAMACHANDRAN,Independent,39,0,39,0.02,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,R.RAMACHANDRAN,Independent,71,0,71,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,LINGAPANDI,Independent,419,0,419,0.24,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,VIJAYAKUMAR,Independent,60,0,60,0.04,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,VENKATESAN,Independent,38,0,38,0.02,171201,102271,106697,13,208981
Tamil Nadu,VIRDHUNAGAR,26,Aruppukkottai,207,NOTA,None of the Above,1316,7,1323,0.77,171201,102271,106697,13,208981
Tamil Nadu,DINDIGUL,14,Athoor,129,KARTHIGAISELVAN K,Bahujan Samaj Party,740,9,749,0.33,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,PERIYASAMY I,Dravida Munnetra Kazhagam,164169,1640,165809,72.11,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SILAMBARASAN M,Puthiya Tamilagam,878,2,880,0.38,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SIVASAKTHIVEL P,Makkal Needhi Maiam,3211,30,3241,1.41,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SELVAKUMAR P,Amma Makkal Munnettra Kazagam,2991,26,3017,1.31,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SIMON JUSTIN A,Naam Tamilar Katchi,17017,151,17168,7.47,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,THILAGABAMA M,Pattali Makkal Katchi,30018,220,30238,13.15,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1178,2,1180,0.51,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,RAGUPATHI P,Anaithu Makkal Puratchi Katchi,87,0,87,0.04,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,JEYASEKARAN R,My India Party,87,1,88,0.04,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,ANBU AS,Independent,534,1,535,0.23,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,KARTHI M,Independent,321,1,322,0.14,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SANKAR D,Independent,700,0,700,0.3,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SAVADAMUTHU A,Independent,1706,16,1722,0.75,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,SILAMBARASAN P,Independent,486,0,486,0.21,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,THILAGAVATHY S,Independent,347,2,349,0.15,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,BALAMURUGAN A,Independent,190,0,190,0.08,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,PALRAJ R,Independent,1352,5,1357,0.59,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,MURUGANANTHAM C,Independent,125,0,125,0.05,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,VEERAMALAI S,Independent,133,0,133,0.06,229940,130610,137985,14,268609
Tamil Nadu,DINDIGUL,14,Athoor,129,NOTA,None of the Above,1543,21,1564,0.68,229940,130610,137985,14,268609
Tamil Nadu,SALEM,9,Attur,82,"CHINNADURAI, K.",Dravida Munnetra Kazhagam,85243,1808,87051,43.58,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"PERIYANNAN, M.",Bahujan Samaj Party,492,2,494,0.25,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"JAYASANKARAN, A.P.",All India Anna Dravida Munnetra Kazhagam,94262,1046,95308,47.72,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"KRISHNAVENI, S.",Naam Tamilar Katchi,10141,92,10233,5.12,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"SADHA SIVAM, R.",Ambedkarite Party of India,240,1,241,0.12,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"SIVAKUMAR, P.",Makkal Needhi Maiam,1937,22,1959,0.98,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"MADHESWARAN, S.",Amma Makkal Munnettra Kazagam,1675,24,1699,0.85,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"MATHESWARI, K.K.",Anna Dravidar Kazhagam,117,3,120,0.06,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"JANARTHANAM, A.",Dhesiya Makkal Kazhagam,215,0,215,0.11,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"ARUMUGAM, D.",Independent,367,0,367,0.18,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,"SILAMBARASAN, J.",Independent,222,0,222,0.11,199743,113927,120274,1,234202
Tamil Nadu,SALEM,9,Attur,82,NOTA,None of the Above,1817,17,1834,0.92,199743,113927,120274,1,234202
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Sankar N M,Desiya Murpokku Dravida Kazhagam,1895,16,1911,0.64,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,CHARLES S,Bahujan Samaj Party,763,10,773,0.26,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Nasar S M,Dravida Munnetra Kazhagam,148845,1442,150287,49.94,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Pandiarajan K,All India Anna Dravida Munnetra Kazhagam,94331,681,95012,31.57,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Udhayakumar V,Makkal Needhi Maiam,16982,110,17092,5.68,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Balasubramanian M,Tamil Nadu Ilangyar Katchi,1251,12,1263,0.42,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Banumathi,My India Party,126,1,127,0.04,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Raman N,Tamilnadu Makkal Nalvazhvu Periyakkam,120,0,120,0.04,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,VIJAYALAKSHMI G,Naam Tamilar Katchi,29953,134,30087,10,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Viswanathan R,MGR Makkal Katchi,108,0,108,0.04,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Akilan T.M.,Independent,72,0,72,0.02,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Chandrasekar.A,Independent,105,0,105,0.03,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Sugumar M,Independent,143,0,143,0.05,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Dharani K,Independent,184,3,187,0.06,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Durgaprasad G,Independent,73,2,75,0.02,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Nagaraj M,Independent,198,0,198,0.07,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Pandiarajan G,Independent,359,1,360,0.12,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Venkatesan M,Independent,95,0,95,0.03,300927,200256,199410,92,399758
Tamil Nadu,THIRUVALLUR,1,Avadi,6,Jayakumar P,Independent,299,1,300,0.1,300927,200256,199410,92,399758
